IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
143.47.253.237,443,443,true,FRA,Europe,Frankfurt,278,2.49
143.47.247.207,443,443,true,FRA,Europe,Frankfurt,295,2.41
168.138.201.0,443,443,true,NRT,Asia Pacific,Tokyo,93,2.40
140.238.195.98,443,443,true,SYD,Oceania,Sydney,93,2.40
158.178.129.114,2053,443,true,TLV,Middle East,Tel Aviv,216,2.37
138.2.132.185,443,443,true,FRA,Europe,Frankfurt,268,2.36
150.230.20.156,8443,443,true,AMS,Europe,Amsterdam,248,2.28
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,247,2.25
193.123.233.143,2083,80,false,NRT,Asia Pacific,Tokyo,101,2.24
158.101.175.51,8443,443,true,FRA,Europe,Frankfurt,323,2.23
158.101.175.51,8443,443,true,MUC,Europe,Munich,248,2.19
143.47.182.56,8443,443,true,AMS,Europe,Amsterdam,249,2.04
143.47.182.56,2053,443,true,AMS,Europe,Amsterdam,248,2.03
193.123.34.221,443,443,true,FRA,Europe,Frankfurt,272,1.95
152.70.59.85,443,443,true,FRA,Europe,Frankfurt,268,1.94
158.178.152.64,443,443,true,FRA,Europe,Frankfurt,265,1.92
129.151.152.254,443,443,true,AMS,Europe,Amsterdam,79,1.91
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,311,1.90
158.101.175.51,2053,443,true,FRA,Europe,Frankfurt,250,1.90
158.178.129.114,8443,443,true,TLV,Middle East,Tel Aviv,215,1.87
84.8.148.46,443,443,true,FRA,Europe,Frankfurt,293,1.76
158.101.146.102,443,443,true,NRT,Asia Pacific,Tokyo,72,1.75
150.230.23.217,443,443,true,FRA,Europe,Frankfurt,227,1.66
143.47.235.210,443,443,true,FRA,Europe,Frankfurt,286,1.64
152.70.248.96,443,443,true,ICN,Asia Pacific,Seoul,93,1.56
150.230.20.156,2053,443,true,AMS,Europe,Amsterdam,253,1.49
130.162.190.187,443,443,true,FRA,Europe,Frankfurt,278,1.41
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,254,1.40
84.235.167.73,443,443,true,FRA,Europe,Frankfurt,287,1.39
158.101.206.102,443,443,true,FRA,Europe,Frankfurt,271,1.37
193.123.69.3,443,443,true,CDG,Europe,Paris,92,1.33
193.122.57.182,443,443,true,FRA,Europe,Frankfurt,295,1.32
143.47.180.240,443,443,true,FRA,Europe,Frankfurt,276,1.24
84.235.171.128,443,443,true,FRA,Europe,Frankfurt,288,1.23
158.101.175.51,2053,443,true,FRA,Europe,Frankfurt,248,1.18
141.147.119.204,443,443,true,FRA,Europe,Frankfurt,291,1.12
130.61.109.6,8443,443,true,FRA,Europe,Frankfurt,249,1.11
141.147.19.151,443,443,true,FRA,Europe,Frankfurt,262,1.05
89.168.104.51,443,443,true,FRA,Europe,Frankfurt,329,0.90
143.47.236.111,443,443,true,FRA,Europe,Frankfurt,232,0.87
141.147.110.124,443,443,true,FRA,Europe,Frankfurt,244,0.77
129.159.84.71,443,443,true,IAD,North America,Ashburn,228,0.71
89.168.87.62,443,443,true,FRA,Europe,Frankfurt,273,0.66
141.148.232.47,443,443,true,FRA,Europe,Frankfurt,282,0.61
146.56.162.25,443,443,true,ICN,Asia Pacific,Seoul,110,0.56
158.101.207.170,443,443,true,FRA,Europe,Frankfurt,277,0.54
84.235.175.245,443,443,true,FRA,Europe,Frankfurt,289,0.50
158.101.216.42,443,443,true,FRA,Europe,Frankfurt,270,0.49
84.8.148.172,443,443,true,FRA,Europe,Frankfurt,290,0.45
89.168.75.137,443,443,true,FRA,Europe,Frankfurt,272,0.42
144.24.171.32,443,443,true,FRA,Europe,Frankfurt,282,0.41
144.21.49.206,443,443,true,FRA,Europe,Frankfurt,284,0.40
89.168.106.42,443,443,true,FRA,Europe,Frankfurt,342,0.39
143.47.252.199,443,443,true,FRA,Europe,Frankfurt,279,0.39
144.21.43.174,443,443,true,FRA,Europe,Frankfurt,292,0.34
130.61.87.219,443,443,true,FRA,Europe,Frankfurt,312,0.31
144.24.183.28,443,443,true,FRA,Europe,Frankfurt,260,0.28
138.2.182.91,443,443,true,FRA,Europe,Frankfurt,270,0.27
152.70.190.158,443,443,true,FRA,Europe,Frankfurt,261,0.25
89.168.116.228,443,443,true,FRA,Europe,Frankfurt,287,0.20
150.230.151.63,443,443,true,FRA,Europe,Frankfurt,277,0.18
193.123.39.94,443,443,true,FRA,Europe,Frankfurt,272,0.17
144.21.34.34,443,443,true,FRA,Europe,Frankfurt,219,0.14
144.21.55.220,443,443,true,FRA,Europe,Frankfurt,272,0.14
141.144.232.60,443,443,true,FRA,Europe,Frankfurt,267,0.12
129.151.205.193,443,443,true,ARN,Europe,Stockholm,293,0.11
158.178.151.32,443,443,true,FRA,Europe,Frankfurt,285,0.08
144.21.42.131,443,443,true,FRA,Europe,Frankfurt,298,0.07
158.180.18.123,443,443,true,FRA,Europe,Frankfurt,256,0.04
168.138.163.239,2096,2096,true,SIN,Asia Pacific,Singapore,3,0.00
213.35.120.176,443,443,true,SIN,Asia Pacific,Singapore,11,0.00
213.35.124.73,8443,8443,true,SIN,Asia Pacific,Singapore,62,0.00
158.179.191.151,443,443,true,NRT,Asia Pacific,Tokyo,69,0.00
138.3.222.135,443,443,true,NRT,Asia Pacific,Tokyo,69,0.00
158.101.148.105,443,443,true,NRT,Asia Pacific,Tokyo,69,0.00
64.110.101.125,443,443,true,KIX,Asia Pacific,Osaka,73,0.00
129.154.50.220,443,443,true,ICN,Asia Pacific,Seoul,76,0.00
150.230.221.148,443,443,true,NRT,Asia Pacific,Tokyo,76,0.00
150.230.96.222,443,443,true,SIN,Asia Pacific,Singapore,82,0.00
139.185.41.233,443,443,true,CDG,Europe,Paris,93,0.00
192.9.182.144,443,443,true,SYD,Oceania,Sydney,93,0.00
213.35.115.68,443,443,true,SIN,Asia Pacific,Singapore,94,0.00
192.9.157.76,443,8443,true,SJC,North America,San Jose,195,0.00
158.101.20.88,2053,443,true,LAX,North America,Los Angeles,197,0.00
192.18.148.248,443,443,true,YYZ,North America,Toronto,223,0.00
158.101.98.60,2053,443,true,IAD,North America,Ashburn,232,0.00
150.136.61.148,443,443,true,IAD,North America,Ashburn,242,0.00
192.18.150.121,443,443,true,YYZ,North America,Toronto,244,0.00
138.2.178.76,443,443,true,FRA,Europe,Frankfurt,259,0.00
138.3.253.202,443,443,true,FRA,Europe,Frankfurt,263,0.00
138.2.178.36,443,443,true,FRA,Europe,Frankfurt,343,0.00
