IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,267,0.00
34.54.125.61,80,80,false,SIN,Asia Pacific,Singapore,277,0.00
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,287,0.00
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,293,0.00
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,294,0.00
35.227.157.227,80,80,false,SEA,North America,Seattle,295,0.00
34.141.248.249,2095,80,false,AMS,Europe,Amsterdam,298,0.00
34.49.82.120,80,80,false,SIN,Asia Pacific,Singapore,323,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,328,0.00
35.227.157.227,80,80,false,SEA,North America,Seattle,401,0.00
34.36.19.133,80,80,false,SIN,Asia Pacific,Singapore,414,0.00
